cov,coef,coef_sd,pct_present,single_score,present_score,not_present_score,score_improvement,ranking,coef_lwr,coef_upr,significant
cov0,1.0049730625777042,0.06888362821620424,0.5,0.5758624583075163,0.5406705602445723,0.08771466137624337,6.163970216169671,1,0.8699611512739439,1.1399849738814645,True
cov1,0.0,0.0,0.5,0.09334432412858795,0.2994114931551081,0.32897372846570755,0.9101380057049723,2,0.0,0.0,False
